start_time,end_time,duration_s,download_mb,upload_mb,total_mb,rate_mbps,reset_event,anomaly
2025-11-04 03:17:02,2025-11-04 03:32:00,898.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 03:32:00,2025-11-04 03:47:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 03:47:01,2025-11-04 04:02:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 04:02:01,2025-11-04 04:17:01,900.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 04:17:01,2025-11-04 04:32:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 04:32:00,2025-11-04 04:47:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 04:47:00,2025-11-04 05:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 05:02:01,2025-11-04 05:17:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 05:17:01,2025-11-04 05:32:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 05:32:01,2025-11-04 05:47:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 05:47:00,2025-11-04 06:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 06:02:01,2025-11-04 06:17:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 06:17:01,2025-11-04 06:32:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 06:32:00,2025-11-04 06:47:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 06:47:00,2025-11-04 07:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 07:02:01,2025-11-04 07:17:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 07:17:01,2025-11-04 07:32:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 07:32:01,2025-11-04 07:47:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 07:47:00,2025-11-04 08:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 08:02:01,2025-11-04 08:17:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 08:17:00,2025-11-04 08:32:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 08:32:01,2025-11-04 08:47:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 08:47:00,2025-11-04 09:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 09:02:01,2025-11-04 09:17:00,899.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 09:17:00,2025-11-04 09:32:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 09:32:01,2025-11-04 09:47:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 09:47:01,2025-11-04 10:02:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 10:02:00,2025-11-04 10:17:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 10:17:00,2025-11-04 10:32:01,901.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 10:32:01,2025-11-04 10:47:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 10:47:01,2025-11-04 11:02:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 11:02:01,2025-11-04 11:17:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 11:17:00,2025-11-04 11:32:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 11:32:00,2025-11-04 11:47:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 11:47:00,2025-11-04 12:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 12:02:01,2025-11-04 12:17:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 12:17:01,2025-11-04 12:32:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 12:32:01,2025-11-04 12:47:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 12:47:00,2025-11-04 13:02:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 13:02:00,2025-11-04 13:17:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 13:17:00,2025-11-04 13:32:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 13:32:01,2025-11-04 13:47:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 13:47:00,2025-11-04 14:02:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 14:02:00,2025-11-04 14:17:02,902.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 14:17:02,2025-11-04 14:32:01,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 14:32:01,2025-11-04 14:47:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 14:47:01,2025-11-04 15:02:00,899.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 15:02:00,2025-11-04 15:17:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 15:17:00,2025-11-04 15:32:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 15:32:00,2025-11-04 15:47:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 15:47:00,2025-11-04 16:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 16:02:01,2025-11-04 16:17:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 16:17:00,2025-11-04 16:32:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 16:32:00,2025-11-04 16:47:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 16:47:00,2025-11-04 17:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 17:02:01,2025-11-04 17:17:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 17:17:01,2025-11-04 17:32:00,899.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 17:32:00,2025-11-04 17:47:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 17:47:00,2025-11-04 18:02:01,901.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 18:02:01,2025-11-04 18:17:00,899.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 18:17:00,2025-11-04 18:25:51,531.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 18:25:51,2025-11-04 18:27:20,89.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 18:27:20,2025-11-04 18:32:01,281.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 18:32:01,2025-11-04 18:43:58,717.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 18:43:58,2025-11-04 18:50:30,392.0,0.01,0.01,0.01,0.0,True,False
2025-11-04 18:50:30,2025-11-04 20:21:12,5442.0,0.44,0.44,0.88,0.0,False,False
2025-11-04 20:21:12,2025-11-04 20:38:42,1050.0,0.11,0.11,0.22,0.0,False,False
2025-11-04 20:38:42,2025-11-04 20:45:00,378.0,0.01,0.01,0.02,0.0,False,False
2025-11-04 20:45:00,2025-11-04 20:51:08,368.0,0.01,0.01,0.03,0.0,False,False
2025-11-04 20:51:08,2025-11-04 21:06:03,895.0,0.01,0.01,0.02,0.0,False,False
2025-11-04 21:06:03,2025-11-04 21:21:02,899.0,0.02,0.02,0.03,0.0,False,False
